,bookformat,bookedition,pages,weight,rating_value_0,rating_value_1,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_0_weight,genre_1_weight,genre_2_weight,genre_3_weight,genre_4_weight,genre_5_weight,genre_6_weight,genre_7_weight,genre_8_weight,genre_9_weight,totalRating,weightRating1,weightRating0,weightKategori,volume,weight_per_page,lexile_measureNumber,400,401,402,403,404,500,501,502,503,600,601,602,603,604,1,703,704,705,price
2203,2,-1,72.00000942824423,544.3100139310642,4.079999862909319,4.800000119209288,16.99999941850546,38.99999965110327,29.99999930220655,4.999999883701092,82.99999639473384,128.00000522821205,3.0000002323649793,322.00000220746733,298.00000534974976,451.0000056986465,0.6499999761581421,0.14000000059604645,0.05999999879002577,0.04999999892711635,0.029999998497962938,0.019999998807907104,0.009999999403953552,0.00999999949932098,0.009999999535083806,0.009999999403953552,4980.999920298382,105.99999842047694,204.99999558739367,301.0,582.7942578240238,7.559863587513763,490.0000014982652,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,240954.0
2205,3,-1,373.99999154231034,2227.4544270327715,4.999999925494195,4.800000119209288,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000088557353,105.99999842047694,205.99999808147552,303.0,1173.3181441272543,5.955759687257475,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,72041.0
2209,3,-1,198.99999438464866,3217.1095449304635,4.670000006705522,4.600000014901161,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.999999911442647,105.99999842047694,205.99999808147552,304.0,889.3736371833402,16.16637732103918,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14293.0
2222,7,33,268.0000119239559,6304.93024329721,4.670000006705522,0.0,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.000000619901478,99.99999684095387,205.99999808147552,304.0,539.4044754629067,23.525858100755464,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,288018.0
2237,2,-1,483.9999958404805,576.0600078964387,4.130000112503765,4.500000111758707,0.0,4.999999883701092,14.999999651103275,89.00000034889672,19.000000116298907,222.0000045311171,58.00000313692722,92.00000011618249,101.00000081409236,251.0000029074727,0.3400000035762787,0.27000001072883606,0.16999999585151693,0.05999999871253962,0.050000001668930066,0.029999998211860657,0.029999998211860657,0.01999999899864196,0.019999999070167612,0.019999998807907104,149024.00193170155,0.0,204.99999558739367,301.0,1240.2556381943318,1.1902060070485976,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,447114.0
2248,2,-1,340.99998315394595,544.3100139310642,3.690000121444462,4.0,4.999999883701092,0.0,94.99999685992948,28.999999883701093,92.99999802291856,100.9999976763502,58.00000313692722,92.00000011618249,89.00000034889672,87.00000151188581,0.4000000059604645,0.1599999964237213,0.11000000138282769,0.0699999984979629,0.059999996995925876,0.03999999761581421,0.03999999761581421,0.03999999799728392,0.039999998140335224,0.029999998211860657,6612.000282055172,105.0000023692846,204.99999558739367,301.0,1395.9205254105061,1.5962194535038867,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,244707.00000000003
2252,2,-1,420.99997982633033,653.1700070505416,3.9900001288950424,4.4000002086162535,4.999999883701092,14.999999651103275,6.000000232597817,67.99999767402184,161.99999511544584,62.00000081327743,92.00000011618249,222.0000045311171,77.99999930220655,101.00000081409236,0.30000001192092896,0.25,0.11000000138282769,0.0699999984979629,0.07000000066757203,0.059999996423721315,0.05,0.03999999799728392,0.029999997711181815,0.029999998211860657,288032.0089369425,105.0000023692846,204.99999558739367,301.0,1409.283416711392,1.551473186110108,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,246728.0
2256,2,-1,319.99997781589593,453.5900035536073,3.2500001303851587,0.0,64.0,2.0,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.6200000047683716,0.3799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,99.99999684095387,204.00000537186855,300.0,602.9033093375248,1.4174680724278768,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,303033.0
2274,2,26,513.0000150435956,725.7499809515733,4.419999950826169,4.800000119209288,3.0000001162989083,9.999999767402183,71.00000337266833,4.999999883701092,12.999999883701092,53.00000325310971,39.00000209128481,316.99998373445146,11.000000116298908,119.9999972088262,0.4000000059604645,0.17000000178813934,0.15999999101162005,0.05999999871253962,0.059999996995925876,0.05,0.019999998807907104,0.01999999899864196,0.019999999070167612,0.019999998807907104,453372.9575679211,105.99999842047694,204.99999558739367,301.0,1383.0117013051085,1.4147196924710153,640.0000261515377,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,144226.0
2278,3,-1,376.9999923048889,2146.190597192839,4.219999846518042,4.4000002086162535,19.000000116298907,9.999999767402183,28.999999883701093,57.00000034889673,182.99999779032075,5.0,269.99997664731956,76.99999674689029,38.00000023259781,39.999999069608734,0.25999999046325684,0.23999999463558197,0.11999999758005155,0.11000000300407421,0.10000000333786013,0.03999999761581421,0.03999999761581421,0.03999999799728392,0.029999997711181815,0.019999998807907104,91919.00025734767,105.0000023692846,204.99999558739367,303.0,1274.98276832262,5.692814404101868,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14293.0
2292,7,60,135.9999961177818,3946.2499518804207,3.860000016391277,4.199999806284907,25.000000348896723,14.000000232597817,153.00000034889672,194.00000628014104,136.99999476654912,5.0,224.0000089460517,23.00000023236498,24.000000930391266,3.0000001162989083,0.4099999964237213,0.23999999463558197,0.10000000518560383,0.0699999984979629,0.050000001668930066,0.03999999761581421,0.03999999761581421,0.029999998497962938,0.019999999070167612,0.009999999403953552,8762.000035688614,105.0000023692846,204.99999558739367,304.0,425.3581534586846,29.01654211350133,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,153465.0
2295,2,-1,310.9999755281602,7030.680009311165,4.119999943375588,4.500000111758707,4.999999883701092,3.0000001162989083,28.999999883701093,9.999999767402183,101.00000081409236,58.00000313692722,83.99999732780273,92.00000011618249,222.00000488455416,114.00000069779345,0.41999998688697815,0.14000000059604645,0.11999999758005155,0.09000000343322767,0.059999996995925876,0.05,0.03999999761581421,0.029999998497962938,0.029999997711181815,0.019999998807907104,30617.999834486305,0.0,204.99999558739367,304.0,873.7408537634645,22.60669011119016,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,448991.0
2299,2,-1,340.99998315394595,598.7400104908029,4.199999806284907,4.500000111758707,14.999999651103275,4.999999883701092,6.000000232597817,67.99999767402184,62.00000116298908,162.00000592530697,365.00000046472996,92.00000011618249,255.00000058149453,52.99999895330983,0.36000001430511475,0.15000000596046448,0.12999999377727542,0.11000000300407421,0.07999999599456784,0.059999996423721315,0.059999996423721315,0.029999998497962938,0.019999999070167612,0.009999999403953552,18561.001031516058,0.0,204.99999558739367,301.0,1318.1543942550152,1.7558337785771307,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,212224.0
2301,2,-1,383.99998225271673,635.0300243085211,4.239999886751177,4.6999999180436145,0.0,4.999999883701092,89.00000034889672,222.00000488455416,91.99999860441311,58.00000313692722,100.9999976763502,113.9999966307078,115.0000001162989,211.9999958132393,0.49000000953674316,0.2800000011920929,0.06999999930858615,0.03999999914169308,0.029999998497962938,0.029999998211860657,0.029999998211860657,0.00999999949932098,0.009999999535083806,0.009999999403953552,293958.99736471026,105.99999842047694,204.99999558739367,301.0,1161.9601614500439,1.6537220648379218,920.0000070827081,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,237200.0
2311,2,-1,348.0000085963403,544.3100139310642,3.6999999925494196,4.099999903142454,4.999999883701092,0.0,199.00000337266835,57.99999976740219,101.00000081409236,9.999999419087551,53.00000325310971,251.99998152698413,28.999999883701093,114.00000069779345,0.5,0.10999999940395355,0.10000000518560383,0.05999999871253962,0.050000001668930066,0.03999999761581421,0.03999999761581421,0.03999999799728392,0.039999998140335224,0.029999998211860657,7933.000279487009,105.0000023692846,204.99999558739367,301.0,1227.667102347257,1.564107605616049,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,392975.0
2312,2,-1,327.999991680961,6667.7999678013375,4.030000209361312,4.600000014901161,9.999999767402183,19.000000116298907,28.999999883701093,4.999999883701092,38.00000023259781,92.00000011618249,313.99998454772884,199.00000580912447,233.99999790661965,269.99999185907643,0.36000001430511475,0.23000000417232513,0.1399999986171723,0.1299999918460843,0.03999999799728392,0.029999998211860657,0.019999998807907104,0.01999999899864196,0.019999999070167612,0.009999999403953552,930215.9852425369,105.99999842047694,204.99999558739367,304.0,948.2431161845442,20.32865398043986,579.9999953689985,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,75506.0
2331,2,-1,207.99999667238438,616.8899878320959,4.270000096112488,4.800000119209288,25.000000348896723,14.000000232597817,186.9999954643426,144.0000055823476,224.00000372156507,194.0000022074673,137.00000278837976,5.0,14.999999651103275,454.0000039541629,0.4099999964237213,0.25,0.11000000138282769,0.0699999984979629,0.03999999799728392,0.029999998211860657,0.029999998211860657,0.029999998497962938,0.009999999535083806,0.009999999403953552,25242.997911286253,105.99999842047694,204.99999558739367,301.0,680.790835779395,2.9658169449086507,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,142060.0
2333,2,-1,269.0000003466266,6894.59999374498,3.740000073015689,4.500000111758707,29.99999930220655,2.0,105.99999790661965,50.000000697793446,19.999999534804367,100.9999976763502,92.00000011618249,139.00000720331437,94.99999685992948,509.0000017444836,0.5199999809265137,0.20999999344348907,0.12999999377727542,0.04999999892711635,0.03999999799728392,0.019999998807907104,0.009999999403953552,0.00999999949932098,0.009999999535083806,0.009999999403953552,8607.000034891598,0.0,204.99999558739367,304.0,801.1919236140411,25.630487204800584,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,276469.0
2343,2,-1,403.9999991680961,498.95000874233574,3.679999952316285,4.199999806284907,9.999999767402183,19.000000116298907,28.999999883701093,38.00000023259781,4.999999883701092,30.999999302905064,234.00000127800737,316.00000383402215,313.9999960458371,76.9999998837011,0.3100000023841858,0.25,0.20999999792575846,0.04999999892711635,0.03999999799728392,0.029999998211860657,0.029999998211860657,0.01999999899864196,0.019999999070167612,0.019999998807907104,49009.00017711471,105.0000023692846,204.99999558739367,300.0,1355.7871105759766,1.2350233970290603,1010.0000009534415,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,242830.00000000003
2359,2,-1,296.0000072098338,462.65999492461754,4.439999991059303,4.800000119209288,9.999999767402183,14.999999651103275,19.000000116298907,28.999999883701093,200.00000279117378,5.0,53.00000325310971,254.99998071370672,313.9999960458371,31.00000058149454,0.3499999940395355,0.12999999523162842,0.11000000138282769,0.0999999978542327,0.08999999966621398,0.06999999880790711,0.059999996423721315,0.03999999799728392,0.029999997711181815,0.029999998211860657,31855.997566178245,105.99999842047694,204.99999558739367,300.0,4007.4974544457755,1.5630407668157886,630.0000268325673,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,216555.0
2360,2,-1,465.99999126500904,453.5900035536073,3.7799998554587386,4.3000003054738,4.999999883701092,55.000001511885806,28.999999883701093,31.00000058149454,19.000000116298907,58.00000313692722,100.9999976763502,77.9999989543576,38.00000023259781,91.99999860441311,0.46000000834465027,0.10999999940395355,0.09000000034570692,0.0699999984979629,0.059999996995925876,0.059999996423721315,0.05,0.03999999799728392,0.029999997711181815,0.019999998807907104,82936.00091789698,105.0000023692846,204.99999558739367,300.0,1300.0763946279603,0.9733684808032915,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,207604.0
2368,7,-1,591.9999877987427,6667.7999678013375,4.030000209361312,4.4000002086162535,4.999999883701092,0.0,59.9999986044131,94.99999685992948,3.0000001162989083,89.00000092945992,113.9999966307078,92.00000011618249,251.0000029074727,187.99999488284803,0.4000000059604645,0.23000000417232513,0.1399999986171723,0.05999999871253962,0.050000001668930066,0.029999998211860657,0.029999998211860657,0.01999999899864196,0.019999999070167612,0.019999998807907104,14346.000986440364,105.0000023692846,204.99999558739367,304.0,827.7508154381945,11.263176034672895,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,230848.0
2373,3,-1,243.00001740065665,2308.3232015294157,0.0,0.0,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,99.99999684095387,199.99999539554125,303.0,1780.9030171885051,9.49927492269189,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,108133.0
2376,2,-1,563.0000040901942,798.3200139877372,3.5499998398125197,4.099999903142454,3.0000001162989083,4.999999883701092,81.99999697622839,19.000000116298907,101.00000081409236,26.99999976763502,58.00000313692722,171.99999825726266,11.000000116298908,147.00000383786397,0.550000011920929,0.14000000059604645,0.07999999550581002,0.0699999984979629,0.03999999799728392,0.029999998211860657,0.019999998807907104,0.01999999899864196,0.019999999070167612,0.009999999403953552,13553.000097767319,105.0000023692846,204.99999558739367,301.0,1705.4325219421685,1.4179760909041912,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,501974.0
2389,7,-1,95.9999977815896,1995.800034969343,4.260000225007531,4.6999999180436145,9.000000348896725,118.99999779032075,55.000001511885806,2.0,302.0000030237716,100.9999976763502,210.0000077842268,92.99999488797046,97.00000314007052,163.99999395245678,0.8600000143051147,0.05000000074505806,0.03999999775290501,0.00999999978542327,0.00999999949932098,0.009999999403953552,0.009999999403953552,0.00999999949932098,0.009999999535083806,0.0,1277.0000527801828,105.99999842047694,204.99999558739367,303.0,192.8363680276621,20.78957914399998,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,217132.0
2391,3,-1,364.0000008319039,2265.093228142639,4.6999999180436145,4.6999999180436145,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.000000619901478,105.99999842047694,205.99999808147552,303.0,1187.3620918355273,6.222784358777888,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,144226.0
2396,2,-1,336.00000554602605,6622.439962612609,4.119999943375588,4.600000014901161,9.999999767402183,19.000000116298907,45.999999302206554,3.0000001162989083,4.999999883701092,24.00000058091245,92.00000011618249,313.99998454772884,31.00000058149454,119.9999972088262,0.30000001192092896,0.23999999463558197,0.19000000553131074,0.11000000300407421,0.059999996995925876,0.029999998211860657,0.019999998807907104,0.01999999899864196,0.019999999070167612,0.009999999403953552,1013600.9640244606,105.99999842047694,204.99999558739367,304.0,810.7000818103946,19.709643627420203,680.0000234274191,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,130509.99999999999
2399,3,-1,349.9999854416817,1685.1954015943586,0.0,0.0,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,99.99999684095387,199.99999539554125,303.0,1938.1183907461061,4.814846712965672,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14293.0
2400,2,-1,579.0000318203242,771.1099861403018,4.0,4.600000014901161,3.0000001162989083,4.999999883701092,19.000000116298907,26.999999185907644,56.000000930391266,147.0000099916941,82.00000034854747,10.999999767635021,7.000000116298908,296.0000065127389,0.3799999952316284,0.11999999731779099,0.11000000138282769,0.0999999978542327,0.07000000066757203,0.059999996423721315,0.05,0.050000001668930066,0.029999997711181815,0.029999998211860657,422438.98604353814,105.99999842047694,204.99999558739367,301.0,1689.7027110648796,1.331795836582204,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,285131.0
2406,3,-1,216.9999989601201,3043.145269493782,0.0,4.999999925494195,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999557213231,105.99999842047694,199.99999539554125,304.0,1204.4027054906417,14.023712873672395,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,144226.0
2412,2,-1,480.00000665523123,612.3499679797523,3.9900001288950424,4.600000014901161,0.0,4.999999883701092,19.000000116298907,89.00000034889672,31.00000058149454,29.000000464729958,100.9999976763502,58.00000313692722,124.00000232597816,91.99999860441311,0.33000001311302185,0.2199999988079071,0.15999999101162005,0.0699999984979629,0.07000000066757203,0.03999999761581421,0.03999999761581421,0.029999998497962938,0.029999997711181815,0.029999998211860657,147564.99950443304,105.99999842047694,204.99999558739367,301.0,1191.9200742700025,1.2757309175361389,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,186382.0
2423,7,-1,325.99997934105306,3628.739802689785,3.3199998241663007,3.6999999925494196,4.999999883701092,6.000000232597817,14.999999651103275,161.99999511544584,62.00000116298908,67.99999918672258,77.9999989543576,273.9999854771888,91.99999860441311,28.999999883701093,0.27000001072883606,0.1899999976158142,0.15999999101162005,0.07999999828338616,0.059999996995925876,0.059999996423721315,0.05,0.050000001668930066,0.050000002145767046,0.03999999761581421,109053.00447356328,105.0000023692846,204.00000537186855,304.0,463.21879109429227,11.13110139120066,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,79981.00000000001
2429,2,-1,451.9999758747868,680.3900294972495,3.860000016391277,4.0,14.999999651103275,4.999999883701092,67.99999767402184,62.00000116298908,6.000000232597817,181.00001068878905,92.00000011618249,100.9999976763502,179.0000001162989,161.99999511544584,0.4099999964237213,0.1899999976158142,0.10000000518560383,0.07999999828338616,0.059999996995925876,0.059999996423721315,0.03999999761581421,0.01999999899864196,0.019999999070167612,0.019999998807907104,70779.99978825937,105.0000023692846,204.99999558739367,301.0,1362.9066889035128,1.5052892264283595,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,535180.0
2434,2,-1,576.0000310577457,453.5900035536073,3.9799999597668654,4.500000111758707,3.0000001162989083,9.999999767402183,19.000000116298907,4.999999883701092,119.9999972088262,221.00000975932915,53.00000325310971,82.00000034854747,313.9999960458371,14.999999651103275,0.5099999904632568,0.23999999463558197,0.05000000259280191,0.04999999892711635,0.029999998497962938,0.029999998211860657,0.029999998211860657,0.029999998497962938,0.019999999070167612,0.019999998807907104,110877.00126282786,0.0,204.99999558739367,300.0,1377.0311525348175,0.7874845203198262,790.0000159360933,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,571416.0
2451,2,-1,304.99997400300305,562.4499966730847,3.8499998472631,4.500000111758707,14.999999651103275,4.999999883701092,29.99999930220655,31.00000058149454,19.000000116298907,92.00000011618249,67.99999918672258,29.000000464729958,101.00000081409236,62.00000116298908,0.4000000059604645,0.1599999964237213,0.11999999758005155,0.0699999984979629,0.07000000066757203,0.05,0.03999999761581421,0.029999998497962938,0.029999997711181815,0.029999998211860657,60552.003461264176,0.0,204.99999558739367,301.0,1115.1828070041904,1.8440969086520071,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,245429.00000000003
2454,3,-1,355.99998696683883,2343.098603682108,4.4000002086162535,4.999999925494195,2.0,999.0000145373635,999.0000145373635,999.0000145373635,999.0000145373635,999.0001061907956,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.999998140295574,105.99999842047694,204.99999558739367,303.0,1157.8508311379533,6.581740053772168,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14293.0
2455,2,-1,240.00001663807805,6985.320004122436,3.51000005736947,3.6999999925494196,24.000000930391266,4.999999883701092,45.999999302206554,127.00000058149455,309.9999983718153,171.99999825726266,999.0001061907956,999.0001061907956,999.0000145373635,999.0000145373635,0.3199999928474426,0.23000000417232513,0.16999999585151693,0.17000000171661384,0.059999996995925876,0.03999999761581421,0.0,0.0,0.0,0.0,260.9999925611823,105.0000023692846,204.99999558739367,304.0,971.9980654013291,29.105496148703992,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,310251.0
2461,7,-1,287.99999334476877,725.7499809515733,4.099999903142454,4.500000111758707,66.99999825551637,2.0,25.999999767402183,80.99999755772292,120.99999662733167,18.00000034854747,292.99999024067085,8.00000011618249,999.0000145373635,999.0000145373635,0.3799999952316284,0.20999999344348907,0.11999999758005155,0.11999999742507925,0.07999999599456784,0.029999998211860657,0.029999998211860657,0.029999998497962938,0.0,0.0,258.0000038079662,0.0,204.99999558739367,301.0,963.7399901466891,2.519964689540781,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,260154.99999999997
2471,2,-1,336.00000554602605,566.9900165254285,3.4800001460313776,4.099999903142454,2.0,1.0,4.0,32.0,33.99999883701092,157.0000023236498,159.0000067385844,29.999998954357594,101.00000081409236,89.00000034889672,0.3700000047683716,0.25999999046325684,0.06999999930858615,0.0699999984979629,0.059999996995925876,0.05,0.03999999761581421,0.029999998497962938,0.029999997711181815,0.019999998807907104,7924.000199873947,105.0000023692846,204.00000537186855,301.0,1104.384884920594,1.6874697322194923,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,155920.0
2472,2,-1,391.0000076951111,748.4299835459376,3.7600001132488234,4.199999806284907,0.0,14.999999651103275,21.000000814092356,6.000000232597817,4.999999883701092,89.00000092945992,62.00000081327743,162.00000592530697,24.000000930391266,101.00000081409236,0.2199999988079071,0.17000000178813934,0.15999999101162005,0.11000000300407421,0.08999999966621398,0.06999999880790711,0.05,0.050000001668930066,0.039999998140335224,0.029999998211860657,564.0000128408163,105.0000023692846,204.99999558739367,301.0,1181.3138102655964,1.9141424961662465,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,350675.0
2477,2,-1,445.99997434962967,566.9900165254285,3.4400000655651084,3.9000000968575463,31.00000058149454,19.000000116298907,4.999999883701092,28.999999883701093,29.99999930220655,100.9999976763502,92.00000011618249,76.99999674689029,57.99999976740219,105.99999790661965,0.38999998569488525,0.20999999344348907,0.12999999377727542,0.0699999984979629,0.050000001668930066,0.03999999761581421,0.03999999761581421,0.029999998497962938,0.029999997711181815,0.009999999403953552,87452.00088495364,105.0000023692846,204.00000537186855,301.0,1228.2847757678253,1.271275595498861,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,274159.0
2482,2,4,400.99999840551754,521.6300113367,4.34000008791685,4.800000119209288,9.999999767402183,56.000000930391266,3.0000001162989083,26.999999185907644,19.000000116298907,82.00000034854747,10.999999767635021,295.9999894273934,7.000000116298908,4.999999883701092,0.2199999988079071,0.18000000715255737,0.16999999585151693,0.1399999969959258,0.10000000333786013,0.05,0.05,0.03999999799728392,0.029999997711181815,0.029999998211860657,99089.99904455472,105.99999842047694,204.99999558739367,301.0,1040.9187190279777,1.3008219500813107,710.0000213843302,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,187537.0
2485,5,-1,397.9999976429389,3175.139965740119,4.289999838322403,4.6999999180436145,7.000000116298908,26.999999185907644,56.000000930391266,19.000000116298907,3.0000001162989083,10.999999767635021,100.9999976763502,5.0,28.999999883701093,296.0000065127389,0.25999999046325684,0.2199999988079071,0.20999999792575846,0.1399999969959258,0.059999996995925876,0.029999998211860657,0.029999998211860657,0.01999999899864196,0.019999999070167612,0.009999999403953552,20852.000823317718,105.99999842047694,204.99999558739367,304.0,505.5119767660907,7.977739265390995,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,92108.00000000001
2486,2,-1,272.0000011092052,6531.720382110389,3.6600002101063698,4.099999903142454,1.0,2.0,75.00000104669017,32.0,156.99999802291856,100.9999976763502,116.99999581743037,86.99999651452531,91.99999860441311,29.99999930220655,0.3700000047683716,0.3100000023841858,0.11999999758005155,0.04999999892711635,0.050000001668930066,0.029999998211860657,0.029999998211860657,0.01999999899864196,0.019999999070167612,0.019999998807907104,12442.999951647686,105.0000023692846,204.99999558739367,304.0,810.469275415816,24.01367776245167,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,235612.0
2488,2,-1,48.00000332761561,6304.93024329721,4.090000032037496,4.800000119209288,16.99999941850546,38.99999965110327,170.00000534974978,82.99999639473384,128.0,29.999998954357594,5.0,297.9999789709694,105.99999790661965,214.99999406875568,0.5299999713897705,0.12999999523162842,0.10000000518560383,0.0999999978542327,0.050000001668930066,0.03999999761581421,0.029999998211860657,0.00999999949932098,0.0,0.0,3162.000112202167,105.99999842047694,204.99999558739367,304.0,533.0311563492261,131.352718736285,450.00000422238367,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,150000.0
2512,2,-1,319.99997781589593,635.0300243085211,3.7999998956918732,4.500000111758707,2.0,1.0,32.0,91.99999860441311,225.00000314007053,157.0000023236498,100.9999976763502,29.999998954357594,165.99999278946768,141.00000732683122,0.2800000011920929,0.23999999463558197,0.20000001037120765,0.11999999742507925,0.07999999599456784,0.03999999761581421,0.019999998807907104,0.00999999949932098,0.009999999535083806,0.009999999403953552,69845.00135138522,0.0,204.99999558739367,301.0,1174.1083009419249,1.984467493842459,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,295814.0
2515,7,-1,159.99998447112714,2630.8300055434593,3.9000000968575463,4.199999806284907,19.999999534804367,4.999999883701092,94.99999685992948,113.00000127928799,214.99999406875568,188.00000383402215,211.00000255601478,119.00000023236498,251.0000029074727,28.999999883701093,0.6299999952316284,0.2199999988079071,0.029999999395012886,0.02999999935626981,0.01999999899864196,0.019999998807907104,0.019999998807907104,0.00999999949932098,0.009999999535083806,0.009999999403953552,994.0000179771428,105.0000023692846,204.99999558739367,303.0,296.054541187767,16.442688570306622,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,209192.0
2536,7,-1,319.99997781589593,3900.8899466916923,3.920000137090681,4.6999999180436145,9.999999767402183,19.000000116298907,28.999999883701093,31.00000058149454,38.00000023259781,234.00000127800737,5.0,76.99999674689029,315.99999488284806,269.99999185907643,0.2800000011920929,0.27000001072883606,0.25,0.03999999914169308,0.03999999799728392,0.029999998211860657,0.029999998211860657,0.029999998497962938,0.019999999070167612,0.019999998807907104,71891.99930721582,105.99999842047694,204.99999558739367,304.0,501.6337635494944,12.190279272838229,579.9999953689985,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,98172.0
